"","PC1","GeoID"
"1",1.0014895577301,25025010405
"2",1.38144319434721,25025010404
"3",-1.5006530094967,25025010801
"4",-1.76411994930996,25025010702
"5",-1.07182281712346,25025010204
"6",-1.20887805205735,25025010802
"7",0.15332850993211,25025010104
"8",-0.647827932846115,25025000703
"9",2.4662338602835,25025000504
"10",0.437371552170229,25025000704
"11",-1.07580781398348,25025010103
"12",0.190837920179377,25025000803
"13",-2.4815573913653,25025980300
"14",0.0784314008621451,25025120201
"15",-1.69565070129933,25025120104
"16",1.18534939463975,25025110607
"17",-0.632453186159109,25025000302
"18",-0.845865437156601,25025000301
"19",3.29683191281195,25025140400
"20",3.11055764275127,25025140300
"21",-1.84646806540608,25025140201
"22",1.66625814890294,25025140202
"23",0.466273721999158,25025140102
"24",2.39364066212806,25025100800
"25",0.534169183327688,25025100601
"26",2.13291390491793,25025100500
"27",1.42281716710134,25025100400
"28",0.699522507982977,25025100300
"29",0.892025895444601,25025130402
"30",-0.218517963907744,25025130300
"31",-0.051707646590089,25025130200
"32",1.678253037214,25025130100
"33",-1.50126029709891,25025120700
"34",-1.6705553799927,25025120600
"35",-1.07594192752917,25025120500
"36",1.09634515225051,25025120400
"37",-0.41783035598621,25025110601
"38",-0.286415340711878,25025110502
"39",0.0643285558576679,25025110501
"40",-0.00719744247178439,25025110401
"41",2.32832907281221,25025101102
"42",-0.169014568232548,25025101101
"43",2.35320009592499,25025101002
"44",2.95294111593169,25025101001
"45",0.750112300746851,25025100900
"46",2.48493237157551,25025981600
"47",2.48493237157551,25025051101
"48",1.46256763062236,25025051000
"49",-1.20831936164031,25025030400
"50",1.74827658336121,25025030300
"51",-3.00168552015101,25025981300
"52",1.57426083430702,25025110103
"53",-1.24017455816846,25025110301
"54",-0.937976901590211,25025140106
"55",-1.65426462741588,25025010701
"56",-2.26989915101596,25025010408
"57",-1.72194978727145,25025000503
"58",-1.84583326555273,25025030200
"59",-1.53896927493699,25025030100
"60",-0.755572196356455,25025020200
"61",-0.578094536739232,25025010600
"62",0.162763803076293,25025010500
"63",-0.867531540785638,25025010300
"64",3.7510433975148,25025000802
"65",-0.176024732523509,25025000701
"66",0.0509776370464955,25025981201
"67",-3.14812327939785,25025981501
"68",-0.34376622785449,25025981700
"69",-3.10698344963101,25025981800
"70",-0.856024805589531,25025100200
"71",0.934572008072613,25025081200
"72",0.77415914485867,25025081100
"73",0.305706794692393,25025080900
"74",0.619673907617039,25025080801
"75",-0.0858755855920406,25025080601
"76",0.93287396969239,25025080500
"77",0.467384100349874,25025080401
"78",-1.11764676797998,25025080300
"79",1.01704057786923,25025071101
"80",-0.121261025829851,25025070900
"81",3.34701151642322,25025100100
"82",2.26201779679985,25025092400
"83",-0.321830435706489,25025092300
"84",-0.508767367460448,25025092200
"85",1.88469150149953,25025092000
"86",0.760811976589445,25025091900
"87",0.228515488244723,25025091800
"88",0.0740244794247827,25025091700
"89",0.994045755780655,25025091600
"90",2.47580363879006,25025050101
"91",0.61187154454386,25025050901
"92",-0.759261724984233,25025060501
"93",-1.23413732187175,25025140107
"94",-0.643942799662529,25025130404
"95",-3.08085097639106,25025981202
"96",-1.61534417215272,25025040100
"97",-1.29828989871038,25025040600
"98",1.24859617369658,25025000602
"99",-0.504347308380268,25025000601
"100",1.16107592717504,25025000502
"101",-0.366576773210732,25025000402
"102",1.40863164257647,25025130406
"103",-2.23572296505928,25025120103
"104",0.295556655334656,25025100700
"105",-1.67441573513409,25025100603
"106",3.69407107260726,25025092101
"107",-0.364318795348814,25025061101
"108",0.0157426570979692,25025070800
"109",-1.06046867363607,25025070700
"110",-2.01530222481451,25025070600
"111",1.7616050390981,25025070500
"112",0.00977789530313078,25025070300
"113",3.38447003786845,25025000401
"114",0.262882617568302,25025000202
"115",-0.637000437718329,25025000201
"116",-2.87090442465026,25025981100
"117",-0.107361212288863,25025140105
"118",-3.13805428297641,25025980700
"119",-1.08816066940964,25025120105
"120",1.93114789497104,25025070200
"121",1.62774374255909,25025070101
"122",-1.09097822618894,25025061200
"123",0.876731476400309,25025061000
"124",-0.635650963171255,25025060800
"125",-0.836410843058523,25025060700
"126",-0.707690435757692,25025040401
"127",-0.900112487198446,25025020303
"128",-0.695246966224438,25025070402
"129",-2.19706868098018,25025020302
"130",-1.22492990435418,25025020301
"131",-0.513191488027862,25025020101
"132",2.96047466967121,25025081001
"133",0.47354123672809,25025010403
"134",0.0257962525758254,25025000100
"135",-0.109989542234355,25025120301
"136",1.27706667343198,25025071201
"137",-0.353573299608254,25025091001
"138",1.43596367814507,25025091500
"139",-0.574748237454966,25025091400
"140",-0.653925217773019,25025091300
"141",-0.592529239118368,25025091200
"142",1.08205346685481,25025091100
"143",0.869511408902987,25025090700
"144",-1.06866657809203,25025090600
"145",0.689340682101354,25025090400
"146",0.360516360443183,25025090300
"147",-0.35659427115465,25025090200
"148",-0.76517385864444,25025080100
"149",-0.544693380789599,25025060301
"150",0.91173116074928,25025090901
"151",-2.26976629240916,25025980101
"152",-0.393117247554526,25025060101
"153",-3.14895924547372,25025981502
"154",-1.714378506539,25025060600
"155",0.326273506275396,25025060400
"156",-1.93328447527416,25025060200
"157",0.510557958129938,25025040801
"158",1.37408022700687,25025010203
"159",0.948530069895408,25025110403
"160",-1.33580148746219,25025110201
"161",-3.1466075167328,25025981000
"162",2.00295913263411,25025090100
"163",3.70651573595937,25025082100
"164",0.211720392063769,25025082000
"165",-1.06338025103189,25025051200
"166",0.19683817502074,25025050700
"167",-1.31858779676331,25025050600
"168",-1.45314014897012,25025050500
"169",-1.15770430186685,25025050400
"170",0.392554137525211,25025050300
"171",1.16820953596236,25025050200
"172",-0.425209550899776,25025040300
"173",-1.51752363456097,25025040200
"174",-1.57441913473879,25025030500
"175",0.419202086823072,25025081900
"176",-0.281068712801508,25025081800
"177",1.21922072035852,25025081700
"178",-0.897084201265457,25025081500
"179",-0.655707445730575,25025081400
"180",3.99383924612727,25025081300
